A_0,A_1,A_2,A_3,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
1.0,0.0,0.0,0.0,#,#,0.0,#,#,#,#,0.0,#,#,#,#,0.0,#,0.0,1.0,1.0,1.0,1.0,1,20.0,9736,9736,0.45,0.00015614574986001767,1,1,False
0.0,#,0.0,#,#,#,#,#,0.0,0.0,#,#,0.0,#,#,#,#,#,#,#,0.0,0.0009765625,0.5,1,37.56,9908,9738,0.25,0.0002932417182371132,3,6,False
0.0,1.0,0.0,#,#,#,#,#,#,0.0,#,#,0.0,#,#,0.0,#,#,#,#,0.0,0.006046617599999997,0.6,1,39.4,9859,9738,0.3,0.0003076071272242348,3,5,False
1.0,1.0,1.0,#,#,#,#,1.0,#,#,#,#,#,#,#,#,1.0,#,#,1.0,1.0,0.0009765625,0.5,1,45.5,9984,9740,0.3,0.0003552315809315402,1,2,False
1.0,#,1.0,#,#,#,#,1.0,#,#,#,#,0.0,#,#,1.0,#,#,#,1.0,1.0,0.10737418240000006,0.8,1,45.2,9984,9740,0.3,0.00035288939468363994,4,5,False
1.0,0.0,1.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,0.0,0.0009765625,0.5,1,41.5584,9910,9741,0.25,0.0003244583765491279,4,8,False
0.0,1.0,#,1.0,#,#,#,#,#,#,#,0.0,#,#,1.0,#,#,#,#,#,0.0,1.0,1.0,1,42.96,9957,9742,0.25,0.00033540107069931796,6,6,False
0.0,0.0,#,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,0.0,0.056313514709472656,0.75,1,49.203584,9989,9743,0.25,0.0003841465259740184,9,12,False
#,#,#,0.0,#,#,#,0.0,#,0.0,#,#,1.0,#,1.0,#,1.0,#,#,#,1.0,1.0,1.0,1,46.239999999999995,9891,9746,0.3,0.0003610089736763608,6,6,False
0.0,#,0.0,0.0,#,#,#,0.0,1.0,#,#,#,#,#,#,#,1.0,#,#,#,1.0,1.0,1.0,1,43.5,9992,9747,0.3,0.00033961700594553845,2,2,False
#,#,0.0,0.0,#,#,#,#,#,0.0,#,#,0.0,#,#,#,0.0,#,#,#,0.0,0.0009765625,0.5,1,62.75,9782,9748,0.25,0.0004899072901858054,2,4,False
0.0,1.0,1.0,0.0,#,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.0028007538972582447,0.5555555555555556,1,36.67936,9975,9749,0.25,0.0002863663085792769,5,9,False
1.0,#,1.0,#,#,#,#,#,0.0,#,#,#,#,0.0,#,#,#,#,0.0,0.0,0.0,0.10737418240000006,0.8,1,40.4,9914,9751,0.3,0.0003154144147172357,4,5,False
1.0,1.0,#,#,#,1.0,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,0.030713071210289808,0.7058823529411765,1,37.251991830528,9993,9757,0.2,0.0002908370099078523,12,17,False
0.0,#,#,1.0,#,1.0,0.0,#,#,1.0,#,1.0,#,#,#,#,#,#,#,#,1.0,0.0,0.0,1,41.0,9758,9758,0.3,0.00032009878721303624,0,1,False
0.0,#,0.0,0.0,#,#,#,#,0.0,#,#,#,#,#,#,#,0.0,0.0,#,#,0.0,0.056313514709472656,0.75,1,52.75,9838,9761,0.3,0.0004118344152557966,3,4,False
1.0,1.0,1.0,#,#,#,0.0,#,#,#,#,#,#,#,#,0.0,#,#,#,0.0,0.0,1.0,1.0,1,48.2,9956,9762,0.3,0.0003763112571626426,5,5,False
0.0,0.0,#,1.0,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,1.0,0.08101311022241207,0.7777777777777778,1,38.83552,9966,9763,0.25,0.0003032000695801857,7,9,False
0.0,#,0.0,1.0,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,#,#,1.0,0.007788724579811145,0.6153846153846154,1,37.680153088,9998,9763,0.2,0.00029417978793830097,8,13,False
0.0,0.0,1.0,0.0,#,#,0.0,#,1.0,#,#,1.0,#,#,#,#,#,0.0,0.0,#,0.0,0.1,1.0,1,39.6,9765,9765,0.45,0.000309168584722835,0,0,False
1.0,1.0,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,4.042714402568608e-05,0.36363636363636365,1,40.4667136,9965,9767,0.2,0.00031593526697212875,4,11,False
#,1.0,0.0,1.0,#,#,#,#,0.0,#,0.0,#,#,#,#,#,0.0,0.0,#,#,0.0,0.0009765625,0.5,1,37.0,9906,9767,0.35,0.0002888696372410327,1,2,False
#,0.0,#,1.0,#,1.0,#,#,#,#,1.0,#,#,1.0,#,1.0,#,1.0,#,#,1.0,0.1,1.0,1,44.2,9769,9769,0.35,0.00034508210719063904,0,0,False
1.0,0.0,0.0,0.0,#,#,#,#,#,#,#,#,0.0,#,#,#,0.0,#,#,#,0.0,1.0,1.0,1,58.333333333333336,9988,9771,0.3,0.0004554251037583849,3,3,False
1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,0.0,0.00030072865982171734,0.4444444444444444,1,43.7616,9988,9772,0.2,0.0003416593923537075,4,9,False
1.0,0.0,#,1.0,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,0.0,0.04139739548230255,0.7272727272727273,1,45.0505984,9985,9774,0.2,0.0003517229734405256,8,11,False
0.0,#,0.0,#,#,0.0,0.0,#,#,#,#,#,#,#,#,#,0.0,#,1.0,#,0.0,1.0,1.0,1,49.0,9920,9776,0.3,0.0003825570871570433,4,4,False
1.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,1.0,#,1.0,1.0,1.0,1,50.465024,9993,9778,0.2,0.00039399495070918943,10,10,False
0.0,1.0,1.0,1.0,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,1.0,#,#,1.0,1.0,1.0,1,46.0,9926,9779,0.35,0.0003591352246780406,1,1,False
#,1.0,#,0.0,#,#,1.0,#,0.0,#,0.0,#,0.0,#,#,#,0.0,#,0.0,#,0.0,0.1,1.0,1,53.791527776090376,9780,9780,0.4,0.00041996592203568,0,0,False
1.0,#,0.0,#,#,#,#,#,1.0,#,#,#,0.0,#,#,#,0.0,#,#,#,0.0,0.017341529915832606,0.6666666666666666,1,47.72,9873,9782,0.25,0.00037256375916600216,4,6,False
#,0.0,0.0,#,#,#,#,#,1.0,#,#,1.0,0.0,#,#,0.0,0.0,#,#,#,0.0,1.693508780843028e-05,0.3333333333333333,1,46.0,9860,9782,0.35,0.0003591352246780406,1,3,False
1.0,1.0,1.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.0,0.006046617599999997,0.6,1,52.4,9914,9783,0.25,0.0004091018646332463,3,5,False
1.0,#,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.0,1.0,1.0,1.0,1,38.0,9983,9784,0.3,0.00029667692473403355,1,1,False
0.0,0.0,1.0,1.0,#,#,0.0,1.0,#,#,#,#,0.0,#,#,1.0,#,#,#,0.0,1.0,1.0,1.0,1,34.5,9974,9785,0.45,0.0002693514185085305,2,2,False
1.0,1.0,0.0,1.0,0.0,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,#,#,0.0,1.0,1.0,1,29.5,9965,9787,0.35,0.00023031498104352606,2,2,False
0.0,0.0,0.0,0.0,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.0009765625,0.5,1,60.25,9953,9789,0.25,0.0004703890714533032,2,4,False
0.0,#,0.0,0.0,0.0,#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,1.0,0.0,1.0,1.0,1,60.0,9894,9789,0.35,0.000468437249580053,2,2,False
#,#,0.0,0.0,#,#,#,#,#,0.0,#,#,1.0,#,#,#,#,#,#,#,1.0,0.012054376104299195,0.6428571428571429,1,34.2029184,9976,9792,0.2,0.0002670320170484498,9,14,False
#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,0.0,1.0,#,1.0,#,1.0,#,1.0,1.0,1.0,1,49.5,9891,9792,0.3,0.0003864607309035437,4,4,False
#,#,1.0,0.0,1.0,#,0.0,#,#,#,#,#,#,1.0,0.0,0.0,#,#,#,0.0,0.0,0.1,1.0,1,38.333333333333336,9793,9793,0.4,0.0002992793538983672,0,0,False
0.0,0.0,0.0,1.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.010890643668188604,0.6363636363636364,1,36.603967999999995,9952,9795,0.25,0.0002857777015606045,7,11,False
0.0,0.0,0.0,#,#,0.0,#,#,0.0,#,#,#,#,#,#,#,#,#,1.0,#,0.0,1.0,1.0,1,53.0,9951,9795,0.3,0.00041378623712904684,2,2,False
1.0,0.0,1.0,#,#,#,1.0,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,49.0,9912,9797,0.3,0.0003825570871570433,4,4,False
#,0.0,1.0,0.0,#,#,#,0.0,1.0,#,#,#,#,#,1.0,1.0,#,#,1.0,1.0,1.0,0.1,1.0,1,45.9456,9797,9797,0.45,0.0003587105082384214,0,0,False
0.0,#,1.0,1.0,#,#,#,0.0,#,#,#,#,#,#,#,#,0.0,#,#,#,0.0,0.10737418240000006,0.8,2,51.8,9957,9798,0.25,0.0008088349842748914,4,5,False
1.0,#,1.0,0.0,#,#,1.0,#,#,#,#,1.0,#,#,#,#,#,0.0,1.0,#,1.0,1.0,1.0,1,47.0,9981,9799,0.35,0.0003669425121710415,2,2,False
0.0,1.0,#,0.0,#,#,#,1.0,#,#,1.0,#,#,#,#,1.0,#,#,#,#,1.0,1.0,1.0,1,40.5,9935,9802,0.3,0.00031619514346653576,2,2,False
1.0,0.0,#,0.0,#,#,#,#,#,0.0,#,#,#,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,45.0848,9971,9803,0.25,0.0003519899951644462,8,8,False
1.0,0.0,#,0.0,#,#,0.0,#,#,#,#,#,1.0,0.0,1.0,#,#,#,#,#,1.0,1.0,1.0,1,32.0,9903,9803,0.35,0.00024983319977602827,2,2,False
0.0,1.0,#,0.0,#,#,#,1.0,#,#,0.0,0.0,#,#,#,#,#,#,#,#,0.0,1.0,1.0,1,40.0,9975,9805,0.3,0.00031229149972003534,4,4,False
#,1.0,1.0,1.0,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,0.0,0.003712098683732816,0.5714285714285714,1,47.456,9957,9806,0.2,0.0003705026352678499,4,7,False
0.0,#,0.0,#,#,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,1.0,#,0.0,1.0,1.0,2,49.944,9920,9810,0.25,0.0007798543331008723,7,7,False
0.0,1.0,1.0,0.0,#,#,#,#,1.0,#,1.0,#,#,#,#,#,1.0,#,#,#,1.0,1.0,1.0,1,40.5,9935,9811,0.35,0.00031619514346653576,2,2,False
0.0,1.0,#,0.0,1.0,1.0,#,#,1.0,#,1.0,#,#,0.0,#,#,#,#,#,#,1.0,0.1,1.0,1,41.0,9811,9811,0.4,0.00032009878721303624,0,0,False
1.0,#,1.0,1.0,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,0.0,0.0,1.0,1.0,1,48.25,9956,9813,0.25,0.0003767016215372926,4,4,False
#,0.0,1.0,0.0,#,#,0.0,#,#,#,#,#,0.0,#,0.0,#,#,#,#,#,0.0,0.1,1.0,1,43.12181676640771,9815,9815,0.3,0.0003366644207158507,0,0,False
0.0,0.0,1.0,#,#,#,#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,0.0,0.056313514709472656,0.75,1,43.5,9943,9816,0.25,0.00033961700594553845,3,4,False
#,0.0,1.0,1.0,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,0.0,0.30794614765743855,0.8888888888888888,1,43.635839999999995,9985,9816,0.2,0.0003406775478785876,8,9,False
0.0,0.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.0,0.000376507118583527,0.45454545454545453,1,41.4651648,9989,9817,0.2,0.00032373046253826045,5,11,False
#,0.0,#,0.0,0.0,#,0.0,0.0,#,#,#,1.0,1.0,#,#,#,#,#,#,#,0.0,1.0,1.0,1,46.0,9883,9818,0.35,0.0003591352246780406,1,1,False
0.0,#,0.0,1.0,#,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,0.0,#,0.0,0.006046617599999997,0.6,1,44.2,9952,9822,0.3,0.00034508210719063904,3,5,False
0.0,#,0.0,1.0,#,0.0,#,#,1.0,#,#,#,#,#,#,#,0.0,#,#,#,0.0,0.03457161303360778,0.7142857142857143,1,41.728,9947,9822,0.3,0.0003257824925079409,5,7,False
0.0,1.0,1.0,0.0,#,#,0.0,#,#,#,1.0,0.0,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,35.0,9935,9823,0.35,0.0002732550622550309,1,1,False
1.0,0.0,#,0.0,0.0,#,0.0,#,#,#,#,0.0,#,0.0,#,#,0.0,#,#,#,1.0,1.0,1.0,1,18.0,9940,9827,0.4,0.0001405311748740159,1,1,False
1.0,0.0,0.0,0.0,#,#,#,#,#,#,#,#,1.0,#,1.0,#,#,#,1.0,0.0,1.0,1.0,1.0,1,27.0,9963,9827,0.4,0.00021079676231102384,1,1,False
0.0,0.0,0.0,1.0,#,0.0,0.0,#,#,0.0,#,1.0,#,#,#,0.0,#,0.0,#,1.0,0.0,0.1,1.0,1,44.5,9830,9830,0.55,0.0003474242934385393,0,0,False
#,1.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,0.0,1.0,#,1.0,#,1.0,0.017341529915832606,0.6666666666666666,1,44.08,9929,9831,0.25,0.00034414523269147895,4,6,False
1.0,1.0,0.0,#,#,#,#,#,#,#,1.0,1.0,#,#,#,#,1.0,#,#,#,1.0,0.1615055828898458,0.8333333333333334,1,38.08,9993,9831,0.3,0.0002973015077334736,5,6,False
0.0,0.0,#,0.0,#,#,1.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,1.0,0.2630755761638284,0.875,1,50.672,9999,9833,0.25,0.00039561087184534073,7,8,False
0.0,0.0,#,0.0,1.0,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1.0,1,48.4,9999,9833,0.3,0.00037787271466124274,6,6,False
1.0,#,1.0,0.0,#,#,1.0,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,1.0,0.056313514709472656,0.75,1,47.75,9912,9834,0.3,0.0003727979777907922,3,4,False
#,0.0,1.0,0.0,#,#,#,0.0,1.0,#,#,#,#,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,46.666666666666664,9971,9834,0.3,0.0003643400830067079,3,3,False
0.0,1.0,#,0.0,#,#,1.0,#,#,#,1.0,#,#,#,#,#,#,#,#,#,1.0,0.017341529915832606,0.6666666666666666,1,44.519999999999996,9936,9835,0.25,0.0003475804391883993,4,6,False
#,1.0,1.0,1.0,#,1.0,#,#,#,0.0,#,1.0,#,1.0,#,#,0.0,#,#,#,1.0,0.1,1.0,1,38.648,9837,9837,0.4,0.0003017360470294982,0,0,False
0.0,#,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.00020904132382940202,0.42857142857142855,1,48.025401344,9960,9838,0.2,0.000374948115259359,6,14,False
0.0,#,0.0,#,0.0,0.0,0.0,#,0.0,#,#,#,#,#,#,#,0.0,#,1.0,#,0.0,0.1,1.0,1,52.29617189886362,9838,9838,0.4,0.0004082912487978222,0,0,False
1.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,0.03457161303360778,0.7142857142857143,1,47.147721340888026,9997,9839,0.15,0.006638029904552326,15,21,False
1.0,#,1.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.00020904132382940202,0.42857142857142855,1,53.996168704,9985,9840,0.15,0.00042156361259270493,6,14,False
1.0,#,1.0,#,#,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,0.017341529915832606,0.6666666666666666,1,44.62848,9984,9841,0.2,0.0003484273737356401,6,9,False
0.0,0.0,#,1.0,#,#,#,1.0,#,#,#,#,#,#,#,#,1.0,#,#,0.0,1.0,0.0009765625,0.5,1,38.12,9987,9842,0.3,0.00029761379923319364,3,6,False
0.0,0.0,1.0,1.0,#,1.0,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,41.0,9974,9842,0.35,0.00032009878721303624,1,1,False
0.0,#,0.0,1.0,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,0.0,0.012865824938866758,0.6470588235294118,1,31.492437948006398,9947,9843,0.2,0.0002458705169155768,11,17,False
1.0,0.0,0.0,1.0,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,1.0,0.017341529915832606,0.6666666666666666,1,45.666666666666664,9928,9844,0.25,0.000356532795513707,2,3,False
1.0,0.0,#,#,#,#,1.0,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,1.0,0.017341529915832606,0.6666666666666666,1,54.0,9912,9845,0.25,0.0004215935246220477,2,3,False
1.0,0.0,1.0,0.0,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,1.0,1.0,1.0,1,49.0,9971,9845,0.3,0.0003825570871570433,3,3,False
0.0,#,0.0,1.0,0.0,1.0,#,#,#,0.0,#,0.0,#,#,#,#,#,#,#,#,1.0,0.0,0.0,1,47.0,9847,9847,0.35,0.0003669425121710415,0,1,False
1.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,0.02824752489999998,0.7,1,34.13764918898852,9993,9848,0.15,0.005882356626899548,14,20,False
#,#,0.0,0.0,0.0,#,#,#,#,#,#,#,#,0.0,#,#,1.0,#,#,#,1.0,1.693508780843028e-05,0.3333333333333333,1,53.666666666666664,9915,9848,0.25,0.00041899109545771407,1,3,False
0.0,1.0,1.0,1.0,#,#,#,#,#,#,#,1.0,#,#,0.0,#,#,#,#,1.0,1.0,1.0,1.0,1,46.0,9980,9849,0.35,0.0003591352246780406,3,3,False
1.0,#,1.0,1.0,#,#,1.0,#,#,#,#,#,#,#,#,0.0,#,#,#,#,0.0,0.0009765625,0.5,1,55.0,9856,9850,0.25,0.0004294008121150486,1,2,False
1.0,0.0,#,0.0,#,0.0,#,#,#,#,#,#,0.0,#,#,#,1.0,#,#,#,0.0,0.0,0.0,1,38.0,9851,9851,0.3,0.00029667692473403355,0,2,False
#,1.0,#,1.0,#,#,#,#,#,0.0,#,0.0,0.0,#,#,0.0,#,#,1.0,#,0.0,1.0,1.0,1,38.0,9854,9854,0.35,0.00029667692473403355,1,1,False
1.0,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,1.0,0.21405831560130767,0.8571428571428571,2,40.464,9971,9855,0.2,0.0006318281622335755,6,7,False
1.0,#,1.0,1.0,#,#,1.0,#,#,#,#,#,#,#,#,#,#,0.0,#,#,0.0,0.0,0.0,1,47.666666666666664,9856,9856,0.25,0.00037214737049970874,0,3,False
0.0,#,1.0,#,#,#,#,0.0,#,#,#,#,#,#,#,#,0.0,1.0,#,#,0.0,1.693508780843028e-05,0.3333333333333333,1,51.333333333333336,9867,9858,0.25,0.0004007740913073787,1,3,False
0.0,#,0.0,#,#,#,0.0,#,#,0.0,#,#,#,#,#,#,#,#,#,0.0,0.0,9.5367431640625e-07,0.25,1,32.0,9884,9859,0.25,0.00024983319977602827,1,4,False
0.0,1.0,0.0,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.1,1.0,1,43.310208,9859,9859,0.3,0.0003381352452376668,0,0,False
1.0,0.0,0.0,0.0,#,#,#,1.0,#,#,#,#,0.0,#,#,#,#,#,#,#,0.0,1.0,1.0,1,55.0,9988,9860,0.3,0.0004294008121150486,1,1,False
1.0,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,1.0,1.6538171687920194e-08,0.16666666666666666,1,49.12,9993,9864,0.25,0.0003834939616562034,1,6,False
0.0,0.0,1.0,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,1.0,0.0,1.0,0.0,1.0,1.0,1,41.0,9933,9867,0.35,0.00032009878721303624,1,1,False
0.0,0.0,#,0.0,#,#,1.0,#,#,#,#,1.0,#,#,#,#,#,#,#,#,1.0,0.30794614765743855,0.8888888888888888,2,45.752959999999995,9999,9870,0.25,0.0007144130247515393,8,9,False
1.0,#,1.0,#,#,#,0.0,#,#,#,#,#,#,0.0,#,0.0,#,#,#,0.0,0.0,1.0,1.0,1,64.0,9900,9871,0.3,0.0004996663995520565,2,2,False
0.0,#,0.0,1.0,#,0.0,1.0,0.0,#,0.0,0.0,#,#,#,1.0,#,#,#,#,#,0.0,1.0,1.0,1,33.0,9947,9872,0.45,0.00025764048726902917,3,3,False
#,1.0,0.0,#,#,#,#,#,1.0,1.0,#,#,#,#,#,#,#,#,#,#,1.0,0.21405831560130767,0.8571428571428571,1,43.584,9992,9875,0.2,0.00034027281809495053,6,7,False
1.0,1.0,#,0.0,#,#,#,#,#,0.0,#,1.0,#,#,#,#,0.0,#,#,#,0.0,1.0,1.0,1,32.0,9938,9876,0.3,0.00024983319977602827,1,1,False
0.0,1.0,1.0,1.0,#,#,0.0,#,#,#,#,1.0,#,#,#,#,#,#,0.0,1.0,1.0,1.0,1.0,1,54.0,9926,9877,0.4,0.0004215935246220477,2,2,False
0.0,1.0,1.0,1.0,#,#,#,#,#,#,#,1.0,#,#,0.0,#,#,#,#,#,1.0,1.0,1.0,1,50.5,9980,9877,0.3,0.0003942680183965446,2,2,False
0.0,0.0,1.0,1.0,#,1.0,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,45.5,9974,9878,0.3,0.0003552315809315402,2,2,False
0.0,0.0,1.0,1.0,#,#,#,1.0,#,#,#,#,#,#,#,1.0,#,0.0,#,#,1.0,1.0,1.0,1,34.0,9966,9878,0.35,0.00026544777476203,3,3,False
0.0,0.0,0.0,1.0,#,1.0,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,34.5,9931,9882,0.3,0.0002693514185085305,2,2,False
1.0,0.0,1.0,0.0,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,0.0,#,0.0,0.1,1.0,1,42.17820729005583,9883,9883,0.3,0.00032929739025285156,0,0,False
1.0,#,1.0,0.0,0.0,#,0.0,#,#,#,#,#,1.0,#,0.0,#,#,#,#,#,0.0,0.1,1.0,1,39.0,9883,9883,0.35,0.00030448421222703444,0,0,False
0.0,#,1.0,0.0,#,#,1.0,#,#,0.0,0.0,#,#,#,#,#,#,#,#,#,1.0,0.017341529915832606,0.6666666666666666,1,43.666666666666664,9955,9885,0.3,0.0003409182205277052,2,3,False
0.0,1.0,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.00020904132382940202,0.42857142857142855,1,38.154466201599995,9998,9886,0.15,0.00029788288677787657,6,14,False
#,1.0,1.0,1.0,#,#,#,1.0,#,#,#,1.0,#,#,1.0,1.0,#,1.0,0.0,#,1.0,0.1,1.0,1,50.666666666666664,9886,9886,0.45,0.00039556923297871143,0,0,False
1.0,1.0,#,#,#,#,#,#,#,#,#,1.0,#,0.0,#,#,#,#,0.0,#,0.0,0.017341529915832606,0.6666666666666666,1,42.0,9965,9887,0.25,0.0003279060747060371,2,3,False
1.0,1.0,1.0,0.0,#,#,#,#,#,#,#,#,#,0.0,#,#,1.0,#,#,0.0,0.0,1.693508780843028e-05,0.3333333333333333,1,43.666666666666664,9914,9887,0.35,0.0003409182205277052,1,3,False
#,1.0,1.0,1.0,1.0,#,#,1.0,#,#,0.0,0.0,#,#,#,#,1.0,#,0.0,#,0.0,0.1,1.0,1,41.8,9888,9888,0.45,0.0003263446172074369,0,0,False
1.0,1.0,#,1.0,#,0.0,#,#,#,#,#,#,0.0,#,#,#,#,0.0,#,0.0,0.0,0.1,1.0,1,58.44451898704615,9889,9889,0.35,0.0004562931621220181,0,0,False
#,1.0,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,0.0,0.017341529915832606,0.6666666666666666,1,32.36,9965,9890,0.2,0.0002526438232735086,4,6,False
1.0,0.0,#,0.0,#,#,1.0,#,#,#,#,#,1.0,#,1.0,#,1.0,#,#,#,1.0,0.1,1.0,1,37.872707021116014,9891,9891,0.35,0.0002956831118520458,0,0,False
1.0,#,1.0,0.0,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,#,1.0,1.0,1.0,1,59.0,9971,9892,0.25,0.0004606299620870521,2,2,False
1.0,#,1.0,0.0,#,#,1.0,#,#,#,#,#,#,#,1.0,#,1.0,#,1.0,0.0,1.0,0.1,1.0,1,43.49376116736,9892,9892,0.4,0.0003395682975854972,0,0,False
1.0,0.0,#,1.0,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,1.0,1.693508780843028e-05,0.3333333333333333,1,46.0,9928,9893,0.2,0.0003591352246780406,1,3,False
0.0,0.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,1.693508780843028e-05,0.3333333333333333,1,54.333333333333336,9951,9894,0.25,0.00042419595378638135,1,3,False
#,1.0,0.0,0.0,#,#,#,#,0.0,#,#,#,#,#,#,0.0,0.0,#,#,#,0.0,1.0,1.0,1,47.0,9922,9895,0.3,0.0003669425121710415,1,1,False
0.0,1.0,#,1.0,#,#,#,#,#,0.0,#,#,#,#,#,#,#,1.0,#,#,0.0,0.056313514709472656,0.75,1,40.25,9947,9897,0.25,0.00031424332159328555,3,4,False
1.0,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,0.0,0.00010485760000000006,0.4,1,42.8,9985,9900,0.2,0.0003341519047004378,2,5,False
1.0,#,1.0,#,#,#,0.0,#,#,#,#,#,#,0.0,0.0,0.0,#,0.0,#,0.0,0.0,0.1,1.0,1,49.2775875463489,9900,9900,0.4,0.00038472429293586586,0,0,False
#,0.0,0.0,1.0,#,0.0,#,#,#,#,0.0,#,#,#,#,#,#,#,1.0,#,0.0,0.1,1.0,1,43.6567936,9901,9901,0.3,0.000340841138657801,0,0,False
0.0,0.0,0.0,1.0,#,0.0,#,#,#,#,#,#,#,0.0,0.0,#,#,1.0,#,#,0.0,1.0,1.0,1,51.0,9920,9901,0.4,0.00039817166214304504,1,1,False
1.0,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,#,0.0,#,#,#,1.0,1.0,1.0,1,62.0,9971,9903,0.25,0.00048405182456605475,1,1,False
#,0.0,1.0,0.0,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,1.0,0.21405831560130767,0.8571428571428571,1,47.088,9999,9903,0.2,0.0003676295534704256,6,7,False
0.0,1.0,0.0,0.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.0009765625,0.5,1,48.5,9960,9904,0.25,0.00037865344341054283,1,2,False
1.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,0.006046617599999997,0.6,1,36.431095234560004,9993,9905,0.15,0.0002844280341811044,9,15,False
1.0,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,0.0,1.0,1.0,1.0,1,40.0,9993,9905,0.3,0.00031229149972003534,1,1,False
